SYMBOL,DATE,PRICE,SIZE
GOOG,20130328 14:00:00,795.04,156417
GOOG,20130328 15:00:00,793.95,449712
GOOG,20130401 9:00:00,795.16,241158
GOOG,20130401 10:00:00,798.65,478454
GOOG,20130401 11:00:00,798.51,217804
GOOG,20130401 12:00:00,798.87,132052
GOOG,20130401 13:00:00,800.66,124099
GOOG,20130401 14:00:00,801.05,163658
GOOG,20130401 15:00:00,800.58,350585
GOOG,20130402 9:00:00,806.51,312283
GOOG,20130402 10:00:00,806.46,278753
GOOG,20130402 11:00:00,809.98,247850
GOOG,20130402 12:00:00,812.31,239713
GOOG,20130402 13:00:00,813.60,190805
GOOG,20130402 14:00:00,812.97,291687
GOOG,20130402 15:00:00,812.37,357546
GOOG,20130403 9:00:00,811.25,284926
GOOG,20130403 10:00:00,809.03,273679
GOOG,20130403 11:00:00,807.94,178275
GOOG,20130403 12:00:00,806.24,208645
GOOG,20130403 13:00:00,803.17,174495
GOOG,20130403 14:00:00,802.56,156779
GOOG,20130403 15:00:00,804.49,331042
GOOG,20130404 9:00:00,798.81,443985
GOOG,20130404 10:00:00,796.28,554075
GOOG,20130404 11:00:00,793.44,234866
GOOG,20130404 12:00:00,793.61,230371
GOOG,20130404 13:00:00,793.74,187362
GOOG,20130404 14:00:00,793.79,262251
GOOG,20130404 15:00:00,793.35,385033
GOOG,20130405 9:00:00,782.91,732307
GOOG,20130405 10:00:00,781.90,577574
GOOG,20130405 11:00:00,782.37,347290
GOOG,20130405 12:00:00,780.46,260771
GOOG,20130405 13:00:00,779.31,210576
GOOG,20130405 14:00:00,778.60,356702
GOOG,20130405 15:00:00,781.12,687998
GOOG,20130408 9:00:00,776.01,561776
GOOG,20130408 10:00:00,772.08,556232
GOOG,20130408 11:00:00,772.39,270952
GOOG,20130408 12:00:00,771.18,228262
GOOG,20130408 13:00:00,769.53,250399
GOOG,20130408 14:00:00,770.70,196123
GOOG,20130408 15:00:00,772.95,525261
GOOG,20130409 9:00:00,776.85,346001
GOOG,20130409 10:00:00,780.57,547980
GOOG,20130409 11:00:00,779.41,263502
GOOG,20130409 12:00:00,780.62,216010
GOOG,20130409 13:00:00,781.40,159183
GOOG,20130409 14:00:00,782.48,205569
GOOG,20130409 15:00:00,779.39,372561
GOOG,20130410 9:00:00,779.76,297259
GOOG,20130410 10:00:00,785.50,533454
GOOG,20130410 11:00:00,788.01,292345
GOOG,20130410 12:00:00,789.28,144835
GOOG,20130410 13:00:00,791.19,230718
GOOG,20130410 14:00:00,790.85,127787
GOOG,20130410 15:00:00,790.82,294478
GOOG,20130411 9:00:00,789.54,396724
GOOG,20130411 10:00:00,785.92,400175
GOOG,20130411 11:00:00,786.89,293341
GOOG,20130411 12:00:00,786.97,163371
GOOG,20130411 13:00:00,788.59,166271
GOOG,20130411 14:00:00,789.74,195627
GOOG,20130411 15:00:00,790.39,295667
GOOG,20130412 9:00:00,789.76,298016
GOOG,20130412 10:00:00,787.67,234919
GOOG,20130412 11:00:00,784.23,233702
GOOG,20130412 12:00:00,786.19,157505
GOOG,20130412 13:00:00,787.24,158587
GOOG,20130412 14:00:00,787.47,146752
GOOG,20130412 15:00:00,789.52,299606
GOOG,20130415 9:00:00,787.11,238491
GOOG,20130415 10:00:00,790.36,634924
GOOG,20130415 11:00:00,789.33,239708
GOOG,20130415 12:00:00,782.66,263429
GOOG,20130415 13:00:00,780.17,170829
GOOG,20130415 14:00:00,783.97,282015
GOOG,20130415 15:00:00,782.92,521514
GOOG,20130416 9:00:00,786.10,216342
GOOG,20130416 10:00:00,786.68,269957
GOOG,20130416 11:00:00,790.67,411906
GOOG,20130416 12:00:00,792.28,164917
GOOG,20130416 13:00:00,792.21,87685
GOOG,20130416 14:00:00,792.24,112001
GOOG,20130416 15:00:00,793.59,352613
GOOG,20130417 9:00:00,787.49,327151
GOOG,20130417 10:00:00,786.04,336553
GOOG,20130417 11:00:00,783.36,257878
GOOG,20130417 12:00:00,780.33,284751
GOOG,20130417 13:00:00,781.40,181241
GOOG,20130417 14:00:00,780.52,158363
GOOG,20130417 15:00:00,782.69,372872
GOOG,20130418 9:00:00,781.09,280297
GOOG,20130418 10:00:00,774.30,431187
GOOG,20130418 11:00:00,769.40,337486
GOOG,20130418 12:00:00,767.47,259800
GOOG,20130418 13:00:00,768.01,246811
GOOG,20130418 14:00:00,765.46,384133
GOOG,20130418 15:00:00,765.75,581211
GOOG,20130419 9:00:00,776.45,1813325
GOOG,20130419 10:00:00,784.82,822615
GOOG,20130419 11:00:00,787.05,432394
GOOG,20130419 12:00:00,787.43,376559
GOOG,20130419 13:00:00,789.28,436213
GOOG,20130419 14:00:00,798.54,1034335
